	title	url	content	summary	author	time	resource	pdf
846	MENARA Papers. Precarious Resilience: Tunisia’s Libyan Predicament	https://www.cidob.org/en/publications/publication_series/project_papers/menara_papers/future_notes/menara_papers_precarious_resilience_tunisia_s_libyan_predicament		Menara Future Notes nº. 5	Hamza Meddeb, Research Fellow in the Middle East Directions Programme of the Robert Schuman Centre for Advanced Studies (RSCAS), European University Institute (EUI), Florence.	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/66692/2033408/version/3/file/MENARA_Future%20notes%205_17.pdf
847	 Anuario Internacional CIDOB 2016-17 Nueva época. Perfil del país Colombia	https://www.cidob.org/en/publications/publication_series/cidob_international_yearbook/anuario_internacional_cidob_2016_17_nueva_epoca_perfil_del_pais_colombia		>> 	Francesc Fàbregues y Oriol Farrés, gestores de proyectos, CIDOB  (coord.)	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/66658/2032418/version/31/file/ANUARIO%202016-17_COLOMBIA.pdf
848	Lo que Macron significa para el futuro de la UE	https://www.cidob.org/en/publications/publication_series/opinion/europa/lo_que_macron_significa_para_el_futuro_de_la_ue		Palabras clave	Pol Morillas, investigador principal, CIDOB 	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/66525/2028960/version/10/file/476_OPINION_POL%20MORILLAS_CAST.pdf
849	 Populism in Europe: from Symptom to Alternative?	https://www.cidob.org/en/publications/publication_series/cidob_report/cidob_report/populism_in_europe_from_symptom_to_alternative		CIDOB Report nº 1 Abril 2017	Eckart Woertz, Senior Research Fellow and Research Coordination, CIDOB (Coord.)	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/66537/2029167/version/60/file/CIDOB%20REPORT%20%23%2001_ingles.pdf
850	La nueva izquierda europea: pragmatizar el asalto a los cielos	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_172/la_nueva_izquierda_europea_pragmatizar_el_asalto_a_los_cielos		Syriza o cómo morir de éxito	Héctor Sánchez Margalef, investigador, CIDOB	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/66467/2027989/version/4/file/NOTES%20172_HECTOR%20SANCHEZ_CAST.pdf
851	The European Community Framing of the Mediterranean (1970-1990)	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/the_european_community_framing_of_the_mediterranean_1970_1990		Working Papers No. 1, April 2017	Sally Khalifa Isaac and Haidi Esmat Kares	04/2017	www.cidob.org	https://www.cidob.org/en/content/download/75297/2424428/version/2/file/WP.no.1.%20The%20European%20Community%20framing%20of%20the%20Mediterranean%20%281970-1990%29..pdf
852	OPEC Between a Rock and a Hard Place	https://www.cidob.org/en/publications/publication_series/opinion/seguridad_y_politica_mundial/opec_between_a_rock_and_a_hard_place		Keyword	Eckart Woertz, Senior Research Fellow and Research Coordinator, CIDOB	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/66836/2035965/version/7/file/483_OPINION_ECKART%20WOERTZ_ANG.pdf
853	NATO Summit and Trump’s Art of The Deal	https://www.cidob.org/en/publications/publication_series/opinion/seguridad_y_politica_mundial/nato_summit_and_trump_s_art_of_the_deal		 	Agnieszka Nimark, Associate Senior Researcher, CIDOB	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/66822/2035587/version/6/file/482_OPINION_AGNIESZKA%20NIMARK_ANG.pdf
854	Europe: The Journey Ahead Berlin, May 12 - 13, 2017	https://www.cidob.org/en/publications/publication_series/project_papers/mercator/europe_the_journey_ahead_berlin_may_12_13_2017		MERCATOR Briefing notes (2017) 	Chiara Rosselli, Lena Exner and Caspar Kolster	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/75207/2421918/version/1/file/Mercator_Briefing%20Notes.pdf
855	The implementation of the EU arms export control system	https://www.cidob.org/en/publications/publication_series/project_papers/research_network_to_provide_foreign_policy_expertise/the_implementation_of_the_eu_arms_export_control_system		Policy Department, Directorate-General for External Policies - May (2017)	Sibylle Bauer; Mark Bromley and Giovanna Maletta  	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/75466/2429557/version/2/file/The%20implementation%20of%20the%20EU%20arms%20export%20control%20system%20%281%29.pdf
856	Local responses to the refugee crisis in Poland. Reception and integration	https://www.cidob.org/en/publications/publication_series/project_papers/niem/local_responses_to_the_refugee_crisis_in_poland_reception_and_integration		NIEM Analyses 2017	Anna Piłat and Dominika Potkańska	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/75195/2421501/version/1/file/Local%20responses%20to%20the%20refugee%20crisis%20in%20Poland.%20Reception%20and%20integration.pdf
857	Restoring the Franco-German Leadership of the EU	https://www.cidob.org/en/publications/publication_series/opinion/europa/restoring_the_franco_german_leadership_of_the_eu		Keywords	Francis Ghilès,  Associate Senior Researcher, CIDOB	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/66743/2034438/version/28/file/480_OPINION_FRANCIS%20GHILES_ANG.pdf
858	No Reset in Sight: The EU-Russia Conflict in the Trump Era	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_170/no_reset_in_sight_the_eu_russia_conflict_in_the_trump_era		Where are we? Trump the unknown quantity and the dilemmas for Moscow 	Nicolás de Pedro, Research Fellow, CIDOB 	05/2017	www.cidob.org	https://www.cidob.org/en/content/download/66417/2034229/version/17/file/NOTES%20170_NICOLAS%20DE%20PEDRO_ANG.pdf
859	Chinese Official Geopolitical Cartographies and Discursive Constructions of the Mediterranean: Discourse Analysis of Official Narratives and Comparison with the EU	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/chinese_official_geopolitical_cartographies_and_discursive_constructions_of_the_mediterranean_discourse_analysis_of_official_narratives_and_comparison_with_the_eu		Working Papers No. 10, June 2017	Jordi Quero	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75305/2424724/version/2/file/WP.no.10.%20Chinese%20official%20geopolitical%20cartographies%20and%20discursive%20constructions%20of%20the%20Mediterranean.Discourse%20analysis%20of%20official%20narratives%20and%20comparison.pdf
860	New asylum recast may undermine the EU’s greatest impact on refugee integration	https://www.cidob.org/en/publications/publication_series/project_papers/niem/new_asylum_recast_may_undermine_the_eu_s_greatest_impact_on_refugee_integration		NIEM Analyses	Thomas Huddleston, Judit Tánczos, Alexander Wolffhardt	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75194/2421464/version/1/file/New%20asylum%20recast%20may%20undermine%20the%20EU%27s%20greatest%20impact%20on%20refugee%20integration.pdf
861	¿Puede el Nuevo Consenso de Desarrollo Europeo hacer de la UE un líder de la Agenda 2030?	https://www.cidob.org/en/publications/publication_series/opinion/seguridad_y_politica_mundial/puede_el_nuevo_consenso_de_desarrollo_europeo_hacer_de_la_ue_un_lider_de_la_agenda_2030		Palabras clave	Anna Ayuso, investigadora sénior, CIDOB	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/66982/2038236/version/7/file/486_OPINION_ANNA%20AYUSO_CAST.pdf
862	The EU’s Constructions of the Mediterranean	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/the_eu_s_constructions_of_the_mediterranean		Policy Papers, No. 1 (2017)	Münevver Cebeci	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75284/2424043/version/2/file/PP.no.1.%20The%20EU%27S%20constructions%20of%20the%20Mediterranaen.pdf
863	Lost in transition? The European standards behind refugee integration	https://www.cidob.org/en/publications/publication_series/project_papers/niem/lost_in_transition_the_european_standards_behind_refugee_integration		NIEM Analyses 2017	Judit Tánczos	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75196/2421538/version/1/file/Lost%20in%20transition.%20the%20European%20standards%20behind%20refugee%20integration.pdf
864	¿Habrá Brexit?	https://www.cidob.org/en/publications/publication_series/opinion/europa/habra_brexit		La solidez de la contraparte 	Pol Morillas, investigador principal, CIDOB	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/66958/2037811/version/9/file/485_OPINION_POL%20MORILLAS_CAST.pdf
865	The “Trump cards” of the Russian Propaganda and Disinformation Operations	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_176/the_trump_cards_of_the_russian_propaganda_and_disinformation_operations		Building a new ideological foundation 	Sergey Sukhankin, Associate Expert, ICPS, Kiev; Visiting Research Fellow, IBEI	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/66943/2037461/version/12/file/NOTES%20176_SERGEY%20SUKHANKIN_ANG.pdf
866	Una nueva narrativa Europa o por qué Macron no es suficiente	https://www.cidob.org/en/publications/publication_series/opinion/europa/una_nueva_narrativa_europa_o_por_que_macron_no_es_suficiente		Palabras clave	Héctor Sánchez Margalef, investigador CIDOB	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/66919/2037105/version/14/file/484_OPINION_H%C3%89CTOR%20S%C3%81NCHEZ%20MARGALEF_CAST.pdf
867	Confronting violent extremism in the Euro-Mediterranean region	https://www.cidob.org/en/publications/publication_series/project_papers/euromesco/confronting_violent_extremism_in_the_euro_mediterranean_region		EuroMeSCo Report 2017 (18)	Emmanuel Cohen-Hadria, Aleksandra Chmielewska, Vera Pober, Pierre-André Arqué and Pol Rovira	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/76559/2463175/version/1/file/report_18_2017.pdf
868	Macron’s Victory 	https://www.cidob.org/en/publications/publication_series/opinion/europa/macron_s_victory		Key words: 	Francis Ghilès, Associate Senior Researcher, CIDOB	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/67079/2040085/version/10/file/489_OPINION_FRANCIS%20GHILES_ANG.pdf
869	Food Security in Iraq: Politics Matter	https://www.cidob.org/en/publications/publication_series/opinion/seguridad_y_politica_mundial/food_security_in_iraq_politics_matter		Source	Eckart Woertz, Senior Research Fellow and Research Coordinator, CIDOB	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/67094/2040231/version/8/file/490_OPINION_ECKART%20WOERTZ_ANG.pdf
870	Iran’s Discourses and Practices in the Mediterranean Since 2001	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/iran_s_discourses_and_practices_in_the_mediterranean_since_2001		Working Papers No. 5, June 2017	Anoush Ehteshami and Ariabarzan Mohammadi	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75300/2424539/version/2/file/WP.no.5.%20Iran%27s%20Discourses%20and%20practices%20in%20the%20Mediterranean%20since%202001.pdf
871	Saudi Arabia’s and Qatar’s Discourses and Practices in the Mediterranean	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/saudi_arabia_s_and_qatar_s_discourses_and_practices_in_the_mediterranean		Working Papers No. 6, June 2017	Anoush Ehteshami and Ariabarzan Mohammadi	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75301/2424576/version/2/file/WP.no.6.%20Saudi%20Arabia%27s%20and%20Qatar%27s%20Discourses%20and%20practices%20in%20the%20Mediterranean.pdf
872	Phoney Populism Meets it Match – Genuine Radicalism	https://www.cidob.org/en/publications/publication_series/opinion/europa/phoney_populism_meets_it_match_genuine_radicalism		Keywords	Francis Ghiles, Associate Senior Researcher, CIDOB	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/67017/2038738/version/6/file/488_OPINION_FRANCIS%20GHILES_ANG.pdf
873	Turkey’s European Future at a Crossroad: Where do we go from here?	https://www.cidob.org/en/publications/publication_series/project_papers/feuture/turkey_s_european_future_at_a_crossroad_where_do_we_go_from_here		FEUTURE Voices nº 1 (2017)	Nathalie Tocci	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75447/2429061/version/2/file/FEUTURE%20Voices%20No.%201.%20Turkey%27s%20European%20Future%20at%20Crossroad.%20Where%20do%20we%20go%20from%20here.pdf
874	The Myth of Return. The Market of Symbolic Policies	https://www.cidob.org/en/publications/publication_series/notes_internacionals/n1_175/the_myth_of_return_the_market_of_symbolic_policies		*	Blanca Garcés Mascareñas, Senior Research Fellow, CIDOB and Neus Arnal Dimas, Master’s in Citizenship and Human Rights	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/66989/2038500/version/21/file/NOTES%20175_BLANCA%20GARC%C3%89S%20MASCARE%C3%91AS_ANG.pdf
875	American Discourses and Practices in the Mediterranean since 2001: A Comparative Analysis with the EU	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/american_discourses_and_practices_in_the_mediterranean_since_2001_a_comparative_analysis_with_the_eu		Working Papers No. 4, June 2017	Sally Khalifa Isaac and Haidi Esmat Kares	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75299/2424502/version/2/file/WP.%20no.4.%20American%20Discourses%20and%20practices%20in%20the%20Mediterranean%20since%202001.%20A%20comparative%20analysis%20with%20the%20EU.pdf
876	How Does Russia Conceive of the Mediterranean Space in Its Official Discourse and Narratives? A Critical Discourse Analysis	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/how_does_russia_conceive_of_the_mediterranean_space_in_its_official_discourse_and_narratives_a_critical_discourse_analysis		Working Papers No. 9, June 2017	Nicolás de Pedro	06/2017	www.cidob.org	https://www.cidob.org/en/content/download/75304/2424687/version/2/file/WP.no.9.%20How%20does%20Russia%20conceive%20of%20the%20Mediterranean%20space%20in%20ists%20official%20discourse%20and%20narratives.%20A%20critical%20Discourse%20analysis.pdf
877	Future Challenges of Climate Change in the MENA Region	https://www.cidob.org/en/publications/publication_series/project_papers/menara_papers/future_notes/future_challenges_of_climate_change_in_the_mena_region		MENARA Future Notes, nº. 7	Edgar Göll	07/2017	www.cidob.org	https://www.cidob.org/en/content/download/67349/2053241/version/3/file/MENARA_Future%20notes%207_17.pdf
878	Review of Surveys on Euro–Mediterranean Relations, and an Introduction to the Elite Survey in MEDRESET	https://www.cidob.org/en/publications/publication_series/project_papers/medreset/review_of_surveys_on_euro_mediterranean_relations_and_an_introduction_to_the_elite_survey_in_medreset		Methodology and Concept Papers, No. 5 (2017)	Zeynep Gülöz Bakır and Gülşah Dark	07/2017	www.cidob.org	https://www.cidob.org/en/content/download/75276/2423759/version/2/file/CP.no.5.%20Review%20of%20surveys%20on%20euro%20mediterranean%20relations%2C%20and%20an%20introduction%20to%20the%20elite%20survey%20in%20MEDRESET.pdf
